iso_time,unix_time,window_s,samplerate_hz,speech,crowd,music,dog,cat,bird,vehicle_horn,traffic_road,car_bus_truck,sirens,rail,aircraft,engine_motion,alarms_buzzer,phone_ring,wind_rain,door_knock,glass_break,explosion_gunshot,Silence,other
2025-12-26T01:16:50.330+03:00,1766701010.330,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:16:53.322+03:00,1766701013.322,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:16:56.322+03:00,1766701016.322,1.000,24000,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000
2025-12-26T01:16:59.572+03:00,1766701019.573,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:02.568+03:00,1766701022.568,1.000,24000,0.000117,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999883,0.000000
2025-12-26T01:17:05.631+03:00,1766701025.631,1.000,24000,0.001467,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998529,0.000000
2025-12-26T01:17:08.931+03:00,1766701028.931,1.000,24000,0.000045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999955,0.000000
2025-12-26T01:17:11.848+03:00,1766701031.849,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:14.829+03:00,1766701034.829,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:17.836+03:00,1766701037.836,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:20.832+03:00,1766701040.833,1.000,24000,0.001588,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.998406,0.000000
2025-12-26T01:17:23.835+03:00,1766701043.836,1.000,24000,0.004632,0.000031,0.000382,0.001217,0.000684,0.006387,0.000000,0.000137,0.000208,0.000004,0.000018,0.000006,0.000115,0.000013,0.000022,0.001189,0.002883,0.000117,0.000114,0.809153,0.172690
2025-12-26T01:17:26.845+03:00,1766701046.846,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:29.839+03:00,1766701049.839,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:32.851+03:00,1766701052.851,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:35.846+03:00,1766701055.846,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:38.837+03:00,1766701058.838,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:42.131+03:00,1766701062.131,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:45.122+03:00,1766701065.122,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:48.267+03:00,1766701068.268,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:51.142+03:00,1766701071.143,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:54.144+03:00,1766701074.145,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:17:57.156+03:00,1766701077.156,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:00.132+03:00,1766701080.132,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:03.144+03:00,1766701083.145,1.000,24000,0.000250,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999750,0.000000
2025-12-26T01:18:06.132+03:00,1766701086.133,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:09.205+03:00,1766701089.206,1.000,24000,0.009123,0.000000,0.000068,0.001251,0.000732,0.000191,0.000000,0.000009,0.000011,0.000000,0.000004,0.000001,0.000003,0.000000,0.000001,0.000162,0.000032,0.000001,0.000014,0.908303,0.080093
2025-12-26T01:18:12.571+03:00,1766701092.572,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:15.160+03:00,1766701095.160,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:18.138+03:00,1766701098.139,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:21.199+03:00,1766701101.200,1.000,24000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999999,0.000000
2025-12-26T01:18:24.147+03:00,1766701104.148,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:27.118+03:00,1766701107.119,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:30.124+03:00,1766701110.124,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:33.142+03:00,1766701113.143,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:36.140+03:00,1766701116.141,1.000,24000,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000
2025-12-26T01:18:39.119+03:00,1766701119.120,1.000,24000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999998,0.000000
2025-12-26T01:18:42.133+03:00,1766701122.134,1.000,24000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999997,0.000000
2025-12-26T01:18:45.133+03:00,1766701125.134,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:48.119+03:00,1766701128.120,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:51.141+03:00,1766701131.142,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:54.134+03:00,1766701134.134,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:18:57.135+03:00,1766701137.135,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:00.156+03:00,1766701140.157,1.000,24000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999999,0.000000
2025-12-26T01:19:03.133+03:00,1766701143.134,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:06.117+03:00,1766701146.117,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:09.119+03:00,1766701149.119,1.000,24000,0.000208,0.000000,0.000012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999780,0.000000
2025-12-26T01:19:12.119+03:00,1766701152.119,1.000,24000,0.000625,0.000000,0.000073,0.000052,0.000004,0.000003,0.000000,0.000002,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.998864,0.000375
2025-12-26T01:19:15.165+03:00,1766701155.166,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:18.118+03:00,1766701158.118,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:21.148+03:00,1766701161.148,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:24.120+03:00,1766701164.121,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:27.118+03:00,1766701167.118,1.000,24000,0.004941,0.000014,0.000417,0.007472,0.005970,0.002888,0.000000,0.000064,0.000074,0.000001,0.000068,0.000034,0.000009,0.000013,0.000005,0.000597,0.000054,0.000008,0.000048,0.828496,0.148830
2025-12-26T01:19:30.122+03:00,1766701170.123,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:33.122+03:00,1766701173.123,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:36.360+03:00,1766701176.361,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:39.408+03:00,1766701179.408,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:42.351+03:00,1766701182.352,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:45.345+03:00,1766701185.345,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:48.349+03:00,1766701188.349,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:19:51.361+03:00,1766701191.361,1.000,24000,0.012586,0.000154,0.000296,0.004451,0.004619,0.020823,0.000016,0.001606,0.001399,0.000119,0.000350,0.000112,0.000807,0.000067,0.000036,0.003456,0.005874,0.000523,0.004121,0.735041,0.203539
2025-12-26T01:19:54.346+03:00,1766701194.346,1.000,24000,0.004287,0.000152,0.000377,0.007117,0.005631,0.015701,0.000071,0.001189,0.001181,0.000232,0.000544,0.000037,0.002189,0.000323,0.000217,0.002739,0.011898,0.004523,0.003631,0.155971,0.781989
2025-12-26T01:19:57.342+03:00,1766701197.343,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:00.347+03:00,1766701200.347,1.000,24000,0.000332,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999668,0.000000
2025-12-26T01:20:03.346+03:00,1766701203.347,1.000,24000,0.000540,0.000001,0.000005,0.000031,0.000006,0.001052,0.000000,0.000011,0.000011,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000010,0.000069,0.000000,0.000002,0.981035,0.017224
2025-12-26T01:20:06.352+03:00,1766701206.353,1.000,24000,0.009941,0.000009,0.000105,0.000890,0.000619,0.002568,0.000000,0.000073,0.000085,0.000002,0.000005,0.000002,0.000028,0.000020,0.000020,0.000309,0.003105,0.000132,0.000122,0.919120,0.062843
2025-12-26T01:20:09.347+03:00,1766701209.348,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:12.344+03:00,1766701212.344,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:15.359+03:00,1766701215.360,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:18.358+03:00,1766701218.359,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:21.660+03:00,1766701221.661,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:24.634+03:00,1766701224.635,1.000,24000,0.002285,0.000000,0.000630,0.000001,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.996507,0.000572
2025-12-26T01:20:27.695+03:00,1766701227.695,1.000,24000,0.023423,0.000011,0.136858,0.000090,0.000530,0.000231,0.000059,0.000162,0.000167,0.000118,0.000010,0.000033,0.000029,0.003521,0.007098,0.000461,0.003730,0.000013,0.000107,0.559762,0.263585
2025-12-26T01:20:30.632+03:00,1766701230.633,1.000,24000,0.940881,0.000004,0.001672,0.000057,0.000035,0.000064,0.000000,0.000019,0.000020,0.000002,0.000002,0.000001,0.000005,0.000030,0.000046,0.000033,0.000228,0.000000,0.000002,0.029208,0.027691
2025-12-26T01:20:33.666+03:00,1766701233.666,1.000,24000,0.043164,0.000370,0.010034,0.045825,0.012782,0.020024,0.000004,0.000662,0.000777,0.000013,0.000118,0.000193,0.000203,0.000105,0.000189,0.002936,0.002779,0.000316,0.004425,0.047855,0.807227
2025-12-26T01:20:36.641+03:00,1766701236.641,1.000,24000,0.067966,0.000042,0.000540,0.000042,0.000072,0.000335,0.000009,0.000148,0.000100,0.000005,0.000041,0.000074,0.000040,0.000033,0.000033,0.000296,0.000246,0.000001,0.000168,0.914755,0.015053
2025-12-26T01:20:39.645+03:00,1766701239.645,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:42.638+03:00,1766701242.639,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:45.633+03:00,1766701245.633,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:48.631+03:00,1766701248.632,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:51.635+03:00,1766701251.636,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:54.632+03:00,1766701254.632,1.000,24000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000
2025-12-26T01:20:57.632+03:00,1766701257.633,1.000,24000,0.060866,0.000553,0.021016,0.004148,0.008924,0.013687,0.000141,0.001512,0.001643,0.000360,0.000823,0.000427,0.000250,0.001463,0.001291,0.003397,0.014926,0.001874,0.010330,0.337849,0.514520
2025-12-26T01:21:00.633+03:00,1766701260.633,1.000,24000,0.881858,0.000033,0.001182,0.000633,0.000861,0.002222,0.000004,0.000311,0.000132,0.000007,0.000012,0.000142,0.000116,0.000086,0.000192,0.000711,0.001962,0.000003,0.000120,0.024790,0.084624
2025-12-26T01:21:04.354+03:00,1766701264.354,1.000,24000,0.096021,0.000261,0.401063,0.002384,0.007956,0.002796,0.000437,0.001080,0.001172,0.001492,0.000310,0.000612,0.000367,0.003853,0.009889,0.004737,0.003584,0.000154,0.000872,0.061987,0.398975
2025-12-26T01:21:07.851+03:00,1766701267.852,1.000,24000,0.304748,0.000131,0.087415,0.000988,0.003896,0.003381,0.000009,0.000259,0.000212,0.000105,0.000018,0.000036,0.000026,0.000572,0.000761,0.000645,0.001149,0.000005,0.000154,0.057954,0.537536
2025-12-26T01:21:11.361+03:00,1766701271.362,1.000,24000,0.726759,0.000070,0.086934,0.001868,0.001230,0.006283,0.000017,0.000678,0.000489,0.000099,0.000100,0.000212,0.000204,0.000278,0.000376,0.001453,0.001814,0.000019,0.000421,0.021624,0.149073
2025-12-26T01:21:14.352+03:00,1766701274.352,1.000,24000,0.025097,0.001059,0.050031,0.000546,0.001870,0.004790,0.000065,0.001254,0.001404,0.000171,0.000226,0.000428,0.000182,0.001283,0.001710,0.003927,0.065813,0.006416,0.017883,0.160215,0.655632
2025-12-26T01:21:18.024+03:00,1766701278.025,1.000,24000,0.177372,0.000114,0.372084,0.008952,0.010038,0.003310,0.000077,0.000338,0.000332,0.000223,0.000116,0.000096,0.000038,0.003080,0.014769,0.001442,0.006631,0.003603,0.004153,0.096502,0.296728
